Message,Label
Daha tam belli değil,ham
"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",ham
Simdi DERIMOD'da alisverisin tam sirasi! Tum AYAKKABI ve DERI CEKETLERDE %70'e varan indirim sizleri bekliyor. Ustelik World'e ozel 8 taksit firsatiyla. SMS istemiyorsaniz DERIMOD IPTAL yazip 4946'ya gonderebilirsiniz. derimod.com.tr MERSİS NO: 0293000831300010,spam
&lt;#&gt;  am I think? Should say on syllabus,ham
Toplantı varmış salonda o yüzden kurmadı  sistemi daha :/,ham
Digiturkte Dev Kampanya!!! lig tv ye hemen üye ol lig tv yi 60 tl yerine 12 ay %40 indirimle 39 tl ye izle üstelik kurulumda hediye irtibat için: 02124513037,spam
K. I will sent it again,ham
"Sorry, I'll call later",ham
Ternyata formatnya banyak berantakan dari odp ke google sheet. Saya sdg rapikan sambil buat soal. Besok subuh harap cek lagi ya.,ham
Biraz da başkaları yapsın,ham
"Plg Yth,no Anda men-dpt hadiah dr: pengundiang PT. INDOSAT pin anda:b89c7h9 U/Melihat hadiah Anda klik: www.pemenangindosat-poin.webs.com",spam
My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,ham
"150 TL hediye ceki firsatini kacirmayin, Son gun 28 Subat, kosullar icin www.hizlial.com",spam
"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",spam
Yarin gunduz mu gitsek yoksa aksam yemekten sonra mi bizim icin ugrasmasinlar biseyler hazirlamak icin,ham
"sy RUDY dri MALAYSIA Brencana investasikan uang sy Sbagai bekal hidup di indo,sy butuh org yg bisa sy percayakan uang sy RM 5jt,bila Bsedia,sms di 085256144059",spam
Sepetinde %10 İNDİRİM Seni Bekliyor. http://lensmarket.com?r=s Hemen Tıkla. Mersis:0621040479200016 SMS İPTAL http://sms.tescom.com.tr/u/44/eVfVPaQ,spam
"Nanti kalau mau transfer, tipon dulu di no baru saya ini. 085624347737 soalnya ada perubahan no rekening. terima kasih",spam
I think it's all still in my car,ham
"Yg butuh kosan perbulan bisa langsung ditempatin. Lokasi di gang samping gokana setiabudi, khusus cewe jam bebas, bersih, fasilitas kasur sama lemari kunci pegang masing2. Harga 725/bulan. Bisa hub ####  id line: titaniadbl",ham
It certainly puts things into perspective when something like this happens,ham
Fark edemedim,ham
"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",ham
"Vatan'da bugün Samsung S3 Mini 499TL, iPad Air 16 GB 899TL, Philips 42PFK6309 42 3D Smart TV 1499TL. Stoklarla limitlidir. Mağazalarımız 22:00'a kadar açıktır.",spam
I have lost 10 kilos as of today!,ham
Kothi print out marandratha.,ham
"Merhaba Meral Abla, iyiyim ya aldım annemden haberleri. Geçenlerde yazmışımdır da naber nasılsın demek için, önemli bir şey değildir. Sen nasılsın, neler yapıyorsun? :)",ham
"Eglenceli, heyecanli ve surprizlerle dolu HIPER HIZ KULUBU'ne hos geldiniz. Ayrintili bilgi: 444 0 375",spam
"sorry, no, have got few things to do. may be in pub later.",ham
Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,ham
Y bishan lei... I tot Ì_ say lavender? ,ham
Can do lor...,ham
No b4 Thursday,ham
Boyner ve YKM online alisverislerinde buyuk kampanya! 100 TL'lik alisverisinde tam 50 TL degerinde Paracik kazan. Son gun 30 Kasim. Kampanya detay: http://goo.gl/hppbHq SMS almak istemiyorsaniz RET HOPI yazip 3347'ye gonderin. Mersis No: 0335041279900014,spam
Booked ticket for pongal?,ham
Nasıl olur ? Piknik yaparız yaylada,ham
"SMS'lerinizi cok hafif, cok ince Lenovo VIBE X2'den okumak icin 8 Mart'a kadar Garanti Internet veya Cep Subesi'ne giris yapin, kazanma sansi yakalayin! Detaylar icin: http://goo.gl/nZjYqP",spam
He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,ham
Afiyet olsun ;),ham
Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,ham
Tomarrow final hearing on my laptop case so i cant.,ham
"Just wondering, the others just took off",ham
İşteyim çalışıyorum,ham
"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\""""",ham
"Babe, I need your advice",ham
Maaf kami sdah menghubungi tpi tdak tersambung No.Anda resmi meraih hadiah ke-2 dari PT.M-KIOS pin;M248K81 u/info hadiah klik; www.hadiah-mkios17.blogspot.com,spam
"HATEMOGLU SOKE PRiENE OUTLET'DE PANAYIR GUNLERi DEVAM EDiYOR. GOMLEK 19.90, PANTOLON 39.90, TRiKO 39.90, CEKET 99.50, KABAN 99,50TL. KEYiFLi ALISVERiSLER..",spam
Valla haklısın,ham
birazdan son denemeyi yapicaz duyuru icin hazirlar misin,ham
"Galatasaray,fenerbahce maclarini canli izle.En yuksek oranlar,Cilgin bonuslar.Bahsini yap 10 TL bizden.Kaybettigin kuponun%5i iade.Daha fazlasi www.pumabet.com",spam
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,spam
How come?,ham
K...k:)why cant you come here and search job:),ham
"Vodafone'dan yeni hizmet: Aradiginda telefonu kapali olan ulasamadiginiz kisiler telefonunu actiginda mesaj gelsin, ustelik 10 gun bedava. HEDIYE yaz 7543'e gonder.",spam
Why don't you wait 'til at least wednesday to see if you get your .,ham
Hakkınızda hayırlısı inşallah Allah gönlünüze göre versin,ham
"bu arada, yine hatırlatmış olayım.",ham
Also are you bringing galileo or dobby,ham
Hmm thinking lor...,ham
Şaşırdım bende üstüne yazınca ;),ham
Nobody can decide where to eat and dad wants Chinese,ham
Why i come in between you people,ham
iPhone6 sizin! IZINLI yazin 3342ye gonderin tum kanallardan kampanyalar hakkinda ucretsiz bilgi alip iPhone6 cekilisine katilin 16NisanSon http://bit.ly/1B6A7TW,spam
Kasih norek aja kesebelah. Siapa tau ada yg mau. Mereka jg punya hak untk udunan wkwk. Bilang bts waktu trfr. Kalau ada niat pasti segera kok.,ham
Hoplaya zıplaya gidip alayım,ham
Yarin 11.30 - 13 arasi bosum sonra yine sinava girip 4 gibi cikicam. Sinavlarda telefon kapali olabilir abim bilgin olsun. Gelirsen haberlesiriz. Ulasamazsan mesaj at ben okuyunca donerim sana. Iyi geceler,ham
Sen gidecekmisin hamama,ham
"ebebek'ten Bayram Firsati! 27 Eylul'e kadar her 250 TL'ye 50 TL hediye ceki ebebek.com ve magazalarinda! (Mama, bez haric) http://bbk.im/enyakinmagaza",spam
Gülere bi sormak lazım,ham
Ka aku ga bisa liat kosannya skrg :( soalnya ngerjain uts take home ka ,ham
Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,ham
Takılıyorum öle evde kafa dinliyorum,ham
Tum English Home hazir perdeler %50 indirimle magazalarimizda ve www.englishhome.com.tr'de. SMS almamak icin RET yazip 4909'a gonderin.Mersis:0326026979700012,spam
Mms mi gonderdin gorunmuyor numara,ham
Lol ... I knew that .... I saw him in the dollar store,ham
Sana ozel Fabrika kampanyasiyla kis sezonu alisverisinde %50'ye varan indirime ek 25 TL degerinde Paracik kazan. Ustelik tum Paracik'larin tum urunlerde %25 daha degerli. Kampanya detay: http://goo.gl/Qjt15s SMS almak istemiyorsaniz RET HOPI yazip 3347'ye gonderin.,spam
2015 ILKBAHAR-YAZ SEZON SONU INDIRIM DONEMI BASLAMISTIR KEYIFLI ALISVERISLER DILERIZ. 02522120934 TOLGAY SPOR..Bu mesaji almak istemiyorsaniz www.iptalsms.com,spam
"Ass, mengenai rumah dan tanah yg kemarin, sy sdah survei, sy mrasa cocok, untuk nego harga hubungi atau sms suami saya, pak. haji. dermawan; 085796022225.",spam
bi bakayım tam hatırlamıyorum,ham
1 Ekim tarihinde 30000 TL olarak onaylanan fakat kullanmadiginiz IHTIYAC KREDINIZ icin 31/10/2015 tarihine kadar subelerimize bekliyoruz.Bilgi: 02522117030,spam
My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,ham
And several to you sir.,ham
Asal pagi pagi ya.. Bjam 10an saya sudah ke jakarta..,ham
"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",ham
"Indirim:Dus Jeli,Yuz Maskesi,Makyaj Aksesuarinda %40 indirimli urunler icin hemen tikla: http://goo.gl/PqB7nC Cikis:WTS yaz 3525e gonder.Mersis:0212037036400019",spam
Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,spam
Aksaray dinlenme tesisinde,ham
"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",spam
Going for dinner.msg you after.,ham
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam
"Paket Internet BRONET 24 JAM 2GB, 60hr Kamu sudah aktif & otomatis diperpanjang 27-10-2016 jam 23:59. Info838",spam
Udah top up coins di LINE utk beli sticker atau themes? Beli skrg jg pake pulsa utk tambah koleksi-mu! Cek caranya di http://tsel.me/jajanonline,spam
Akşama giderim o zaman ben,ham
"Son teknoloji uygun fiyata cebinizde! Galaxy S6 2.389 TL'ye, S6 edge 2.889 TL'ye sanalpazar.com'da. http://bit.ly/1z9W5Qz",spam
Sabah benide alir misin kardesim? Not: fix message :)),ham
Kardesim abi aradi ama baska zamana birakalimmi elektrigi eger mumkunse. Simdi noterdeyiz sira bekliyoruz sonra asli cikicak onu alip geldim derken 6-6.30 olur haftasonu halledelim olmazda cumartesi falan?,ham
"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""",spam
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",ham
KAMPANYA: Nike'ta %50'ye varan indirim basladi! 2 Agustos'a kadar isaretli urunlerde gecerli bu firsati kacirmayin! Bilgi icin 4440956.Cikmak icin RET YKM yazip 5956'ya gonderebilirsiniz.,spam
Şu trafikle ilgili gösterge mi?,ham
"SigorTam Tamamlayici Saglik Sigortasi ile, SGK kapsamindaki musterilerimiz icin, ozel hastanelerde fark ucreti yok. Bilgi icin en yakin subemize basvurunuz. SMS iptal icin RET yazip 3404'e SMS gonderebilirsiniz. Mersis:0456000468500132",spam
What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,ham
Kampanya: 82 Ekran LUXOR TV 699 TL. Üstelik 100 TL hediye çeki fırsatıyla! http://hps.im/55 Çıkmak için: HBSMS yaz 3172'ye gönder.Mersis No: 0265017991000011,spam
Boyner'de kozmetikte isaretli marka ve parfumlerde 2.urune %60'a varan indirim! Son gun 31.12. Bilgi icin 4442967. Cikmak icin RET BOYNER yazip 5956'ya gonderin.Mersis no: 2969818352347142 Servis saglayici:Figensoft,spam
Mm not entirely sure i understood that text but hey. Ho. Which weekend?,ham
Hic aklimda deil mac soyledigin iyi oldu açayım hemen,ham
Tamam uğur ,ham
Okul nasıl? Alışabildin mi,ham
Somestr Tatilinde Termal Firsati! Karahayit Barika Termal Hotel de 4 Gun 3 Gece Yarim Pansiyon Tatil 297 TL 0-12 Yas Ucretsiz 02589880188 www.barikatermal.com ,spam
It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,ham
Do u noe how 2 send files between 2 computers?,ham
"Selamat!!  anda Mendpt hadiah Rp. 75 juta. Dari TELKOMSEL point ""Edisi september"" Hub kntr pusat : 082375271777 (Ir. Dwi Hartanto)",spam
Bayrama ozel: 27 Eylul'e kadar Palmer's urunlerinde 1 ALANA 1 BEDAVA! Mutlu bayramlar dileriz. (Size ozel firsatlardan haberdar olmak istemiyorsaniz EBEBEK RET yazarak 4933'e gonderebilirsiniz. Mersis: 0336055427200018 DATAPORT),spam
Doing my masters. When will you buy a bb cos i have for sale and how's bf,ham
Evet Gökhan lar ne zmaan gelirmiş,ham
Kampanya: VakifBank Internet Bankaciligi ile hem tum islemlerinizi rahatca gerceklestirin hem de cekilisle iPad Air kazanma sansi yakalayin. Ayrintili bilgi: http://bit.ly/1vhdl4m. Kampanya SMSi almak istemiyorsaniz VBRED yazip 6757ye ucretsiz gonderebilirsiniz.,spam
"Slmat No anda m-dpt dana bantuan Rp.55jt'dr PT SIDOMUNCUL u/info hub;ir,HJ,MULIYADI 0852-3377-1855 PELAKSANA;PT SIDOMUNCUL",spam
:) ,ham
"Sorry, was in the bathroom, sup",ham
Altinyildiz Classics'te Yazin Son YILDIZ GUNLERI..Yazlik Urunlerde NET %70 INDIRIM ! Son gun 31 Agustos.Size ozel tekliflerimizi almak istemiyorsaniz RET ALTINYILDIZ yazip 3347'ye gonderin.Mersis No: 0187062871800019.(Figensoft),spam
How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,ham
Sor allasen bana da söle çok merak ettim,ham
Minta email github nya dong.,ham
Carry on not disturbing both of you,ham
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,spam
I'm at home. Please call,ham
How much is torch in 9ja.,ham
Ben bir forma aldim parasini verdim arkadas not etmisti,ham
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam
ne yapiyorsun agbi,ham
"Bonus Amex'le 30TL'ye varan bonus! 6-31 Ekim arasinda tek seferde 50TL ve uzeri harcadiginiz hergune 10TL,toplam 30TL bonus! 3340'a DAHA yaz,gonder bonus.com.tr/e6 Size ozel indirim ve kampanyalarimiz ile ilgili Ucretsiz SMS almak istemiyorsaniz SMSIPTAL yazip 3342'ye gonderebilirsiniz.",spam
Beşiktaş maçı var ama müsaitmisin?,ham
Kampanya: KIGILI'da Net %70 INDIRIM! Cok ozel fiyat avantajlari ile sizi magazalarimiza ve www.kigili.com 'a bekliyoruz. Bilgi icin sabit hatlardan: 0800 261 1938. Tekliflerimizi almak istemiyorsaniz KIGILI yazip 2454'e gonderebilirsiniz.,spam
TEŞEKKÜR EDERİM HOCAM,ham
"Süvari'den Torium AVM Mağazasına Özel Kampanya; 3 Gömlek 69,90 TL, 3 Pantolon 129,90 TL, Takım Elbise+ Gömlek+ Kravat 199,90 TL. Size Özel Fırsatı Kaçırmayın.",spam
"Hocam, sonuç bölümünüde gönderdim.",ham
Kilo çok iyi değil abla ya,ham
K.:)do it at evening da:)urgent:),ham
2015'in ilk firsati! Onitsuka Tiger unisex spor ayakkabi %50 indirimle 119 TL. Ustelik 10 farkli renk secenegi ve Ucretsiz Kargo avantajiyla. n11.com/Tiger,spam
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham
"KARGO BEDAVA! Bu haftasonu adL online magazasinda alisverisin tadini doya doya cikarin diye kargo bizden! Tiklayin, kendinizi simartin www.adl.com.tr",spam
Ini Rekeningnya. bank MANDIRI. a/n: ALI SYAMSUDIN. rek: 136-001-198-6939,spam
Esnek Indirim Kampanyan 06.01.2016 00:00 tarihinde sona erecektir. Sonrasinda mevcut tarifen ile kullanima devam edebilir ve avantajli kampanyalarimiz hakkinda bilgi almak icin Vodafone Cep Merkezlerimize ugrayabilirsin.,spam
Snowden da güzel filmdi onu da izledim ben bakarm bi,ham
Tamam kardes oyle yapalim.??,ham
This weekend is fine (an excuse not to do too much decorating),ham
Akhir bulan harus tetap eksis loh! Internetan pake volume ultima 900MB/30hr. Hrga mulai Rp 35rb di *100*471#. Tarif&lokasi cek di tsel.me/fl,spam
"%5 indirim firsatiyla LG G3 32GB telefon 1.167,55 TL. http://goo.gl/rgRBKs, LG G4 32GB telefon sadece 1.547,55 TL. http://goo.gl/i4p3vY Bugune ozel, sinirli stoklar. Kacirmayin. SMS listesinden cikmak icin GITTIGIDIYOR RET, iletisim icin GG ILETISIM yazip",spam
They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,ham
"Aight, see you in a bit",ham
"Generali'den sadece bu hafta yeni Trafik Sigortasi yaptiran 30 yas ve uzeri herkese Ekstra Asistans Hizmeti hediye! Hemen arayin ""30+"" kodu kullanin 08505555555",spam
"Sorry, I'll call later",ham
No no. I will check all rooms befor activities,ham
"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",ham
Oiya ya nama1  ih knapa bsa begitu?sayang bgt tabungannya :(,ham
"Aku merasa geleh sendiiri ini lipstik aku merah sekali wkkw, mana dapet dikasih ini jg",ham
Lol u still feeling sick?,ham
How many licks does it take to get to the center of a tootsie pop?,ham
Yeni iPhone ile eglence dunyasina adim atmaniz icin Buyrun Benim ve Goller Cepte servislerini Turkcell size ucretsiz sunuyor. Kampanya detaylarina ve servislere ulasmak icin hemen tiklayin: http://trcll.im/iphone6,spam
"World'e ozel 50 TL'ye varan Worldpuan firsatini kacirmayin, tiklayin. http://bit.ly/hizlial_world (SMS iptal icin 2924'e HZL RET yazin) MersisNo:0859051912200013",spam
Başın sağolsun bu arada:S,ham
":D motorum rehin kaldı da tamircide ,)",ham
"Vatan'da bu hafta sonu Casper VIA T8B tablet 299 TL, Samsung Galaxy Grand Neo 599 TL, LG 49LB620V 124 ekran  televizyon 1629 TL. Kampanya stoklarla limitlidir.",spam
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,spam
Shall I bring us a bottle of wine to keep us amused? Only joking! IÛ÷ll bring one anyway,ham
Daha değil 16sına kadar evrakları götrmesi gerekiyormuş daha önceki başvurduğu yerden evrakları istedi onu bekliyor,ham
Ok. She'll be ok. I guess,ham
Okie,ham
INTERNETE YUKSEK FATURALAR ODEMEYIN ARTIK SINIRSIZ INTERNET YALIN ADSL TUM VERGILER DAHIL KISA SURELIGINE SADECE 54 TL HEMEN ARAYIN : 02129094717,spam
"Bu Kadar Avantajlisini Ilk Kez Yapiyoruz! Mugla Festiva Altinyildiz Classics'te, Hafta Sonuna Özel,CEKET veya KABAN + PANTOLON + GÖMLEK seti 1300TL yerine SADECE 399TL.Teklifleri almak istemiyorsaniz RET ALTINYILDIZ yazip 3347'ye gönderin.",spam
KAMPANYA:50TL hediye ceki icin son 24 saat!Trafik Sigortasi veya KASKO yaptirmanin tam zamani! Iptal:GNRL yaz 3172 gonder. MERSIS:0394000603100017 TURATEL,spam
Cancel cheyyamo?and get some money back?,ham
I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,ham
Istesin sen meşgul etmeyeyim sonra konuşuruz.iyi gunleer,ham
"NET%60+%10INDIRIM 2 urun ve uzeri alisveriste gecerlidir(Zamansiz urunler haric)Sms listesindesiniz,cikmak icin HOTICyazip3172ye gonderin.Mersis0464001939500012",spam
"Atarım az sonra,)",ham
What's a feathery bowa? Is that something guys have that I don't know about?,ham
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",ham
Somebody should go to andros and steal ice,ham
Then cant get da laptop? My matric card wif Ì_ lei... ,ham
Dunyaca unlu markalarin parfumleri %65'e varan indirimle! Yuzlerce parfumde hizli gonderi ve yilbasina ozel firsatlari kacirmamak icin tiklayin http://goo.gl/HJAtJp,spam
"Hyundai i30'un 7 ileri DCT sanzimani ve %20'ye varan yakit ekonomisiyle tanisin.Ustelik 30.000TL, 30 ay %0,69'dan baslayan faizle!KodHi43 http://bit.ly/19Ayxur",spam
i cant talk to you now.i will call when i can.dont keep calling.,ham
"Is Bankasi Altin Bulusmalari 24 Aralik 2015 Persembe gunu Mugla Sbde! Altin,ziynet esyalarinizi getirin,karsiligi kadar altin hesabiniza yatsin.Tel:02522141297 - Iletisim tercihlerinizi degistirmek icin:Internet Subesi veya 08507240724 Turkiye Is Bankasi ",spam
KIGILI'da Net %70 Indirim basladi! Ustelik Takim Elbise+Gomlek+ Kravat 349 TL! Bilgi: 0800 261 1938. Cikmak icin KGL yazip 2454'e gonderebilirsiniz. Mersis:0562003566100015,spam
Dunno y u ask me.,ham
"Sorry, I'll call later  &lt;#&gt; mins",ham
watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,ham
Aiyah ok wat as long as got improve can already wat...,ham
http://bbk.im/SINIRLI-SURE-BUYUK-FIRSAT-SAAT-23-59-A-KADAR-TUM-BEBEK-BEZLERiNDE-2-ADET-VE-UZERi-ALIMLARDA-YUZDE-22-iNDiRiM-EBEBEK-COM-VE-MAGAZALARINDA-SiZi-BEKLiYOR-TIKLAYIN-FIRSATI-KACIRMAYIN   ,spam
Jay is snickering and tells me that x is totally fucking up the chords as we speak,ham
Me fine..absolutly fine,ham
Tamam abicim görüşürüz yarın :),ham
"Semau-maunya kita ama orang, gak bakal jadi kalau gak jodoh. Segeleh-gelehnya pasti bakal nikah kalopun jodoh",ham
Kuzu bizde de inşaat var ama inşş yarına bitcek gibi,ham
Mudo'da GECE KUSU surprizi! Bu aksam 19'dan kapanisa kadar giyim ve aksesuarda %50'ye varan indirimlere ek 150TL uzeri alisverisinize ekstra %25 indirim!,spam
Seni sonra arayayım ben yapacak birşey yok Artık umudum ve inancım da Yok zaten yeterince hayal kırıklığına uğradım daha fazla düşünmek ve yıpranmak istemiyorum,ham
Why did I wake up on my own &gt;:(,ham
Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,ham
"Found it, ENC  &lt;#&gt; , where you at?",ham
"Kaskoya %10 bonus hediye! Kaskonuzu Internet Subesi'nden ya da garanti.com.tr'den yaptirin, arabaniz garantide, bonuslar cebinizde olsun! http://goo.gl/T2X84q",spam
"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",ham
Near kalainar tv office.thenampet,ham
Yo dude guess who just got arrested the other day,ham
"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",ham
Ok... U enjoy ur shows...,ham
"Sorun değil ben de okuma yapacağım, sonra konuşuruz :)",ham
What time should I tell my friend to be around?,ham
Kardes cikiyon mu yarin Konya yoluna?,ham
U WILL SWITCH YOUR FONE ON DAMMIT!!,ham
Denizli Pamukkale Barika Termal Hotel de Kampanya! Her Aksam Canli Muzikli 5 Gun 4 Gece Tam Pansiyon Tatil 276 TL Hemen Ara 02589880188 www.barikatermal.com,spam
GÜNÜN FIRSATI DENIZE SIFIR DIDIM BEGONVILLE OTELDE 5GECE 6GUN HERSEY DAHIL KISI BASI 439TL 0-12 YAS FREE 02522220625 www.hotelbegonville.com (smsiptalicin.com),spam
"Yang lain penuh batasan,kami beri kebebasa n. DOUBLE KUOTA BONUS 10GB(4G), UNLIMITED Nelp&SMS, Musik streaming gak pakai Kuota!cuma dg FREEDOM COMBO. Daftar*123#",spam
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",spam
That means get the door,ham
Lol yeah at this point I guess not,ham
Saglik dolu bir yil icin indirimli check up paketlerimizle tanisin. Mesajlarimizi almak istemiyorsaniz tiklayin http://izn.im/jlt3BYc MersisNo: 0481002697200010,spam
Kan dia masih gatau ngeditnya kek gmn haha,ham
Mau naik gojek tapi ga ada driver kayanya :( padahal bawaan banyak :(,ham
Hey... What time is your driving on fri? We go for evaluation on fri?,ham
"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",ham
İyi haberler in?alah ablam,ham
"Yeni bir gune mutlu bir baslangic icin Cep Subesi'ne ugrayin, Fabrika indirimiyle modayi yakalayin. 23 Agustos tarihine kadar giris yapin, www.fabrika-tr.com'dan yapacaginiz 200 TL ve uzerindeki alisverisleriniz icin 30 TL indirim kazanin. http://goo.gl/w",spam
Ya niye öyle düşünüyorsun ki:) Tabi herkesin ki farkli,ham
"Goodmorning, today i am late for 1hr.",ham
"Haha, my friend tyler literally just asked if you could get him a dubsack",ham
Then i buy.,ham
"Kampanya,VakifBank Worldcardla 31Temmuza kadar World uyesi Petrol Ofisinde farkli gunlerde tek seferde 4 adet 100TL harcamaniza 1-10 Agustos arasi World uyesi Petrol Ofisinde 25TL indirim.PO yaz kart son 6 hane 6635e gonder.",spam
"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",ham
DISKON 50% kuota NELPON++ 20 MENIT ke smua operator! Cuma Rp7rb (Normal Rp14rb) dg masa aktif panjang. Balas SMS ini dgn ketik Tri. Hanya HARI INI! V712,spam
"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",ham
"Market,giyimde 50TL bonus firsati icin 3340a KAZAN yaz,gonder!Ucretsiz SMS almak istemiyorsaniz SMSIPTAL yazip 3342'ye gonderebilirsiniz.Mersis:0879001756600379",spam
"Mah,esian plz kna no 085741670427 nu 20 rbu ayena",spam
"Sorry, I'll call later",ham
Nasılsın sevgili canım Tuğba,ham
"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",spam
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,spam
"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",spam
Okie,ham
Aynen soralım;),ham
"Selamat sore Pak, besok kami bisa ke kantor jam brp Pak?",ham
Have you finished work yet? :),ham
E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,ham
"Alo Garanti'den vereceginiz 1 yeni otomatik fatura talimatina 15TL, 3 yeni talimata 50TL, 5 ve uzeri yeni talimata 100TL BONUS! Son gun 31 Ekim! Detaylar 4440333 Ucretsiz SMS almak istemiyorsaniz 'SMSIPTAL' yazip 3342'ye gonderebilirsiniz. ",spam
"Mart Kapidan Baktirir, PALTO/KABAN Aldirir! Hatemoglu'nda Palto 199.50, Kaban 149.50TL. Ustelik secili 2.urun sezon indirimine ilave %30 EXTRA iNDiRiMLi..",spam
"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",ham
Paraf uyesi seyahat acentelerinden Parafla tek seferde 1.500TL harcamaya 100TL indirim!Tatil yaz kart son 6 haneyi 3404'e gonder!Songun 31 Ocak parafcard.com.tr,spam
If he started searching he will get job in few days.he have great potential and talent.,ham
The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,ham
URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,spam
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham
"Pity, * was in mood for that. So...any other suggestions?",ham
Evet babasına vericekmis oda gonderdim bende birikmis olanı,ham
İngiltere den ithal Vega 100Mg 30 Adet Ereksiyon Hapı  Hediye Geciktirici ve  Ucretsiz Kargo İle Sadece 59TL 02129091747 https://durueczane.com,spam
I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,ham
VakifBank Worldcardla 31 Aralika kadar sube veya 4440724 Telefon Bankaciligindan 5000TL NakiteTaksit kullanin aylik 607 TL taksitlerle 9 taksitte odeyin.,spam
Tamamdir kardesim,ham
Gud mrng dear have a nice day,ham
